lambda;Return;Risk;E[x,lambda];Stocks;Investment;Pareto
0.01;0.006097615044350532;0.0004438455558808147;-0.006032200438348218;[75 23 15 60 23];[0.18325481596067916, 0.22526507917812763, 0.2570343296154167, 0.23444577524577653, 0.1];true
0.01;0.006279049080345191;0.0004874545117149805;-0.006211384044424589;[75 60 42 60 23];[0.11057927561075212, 0.21405493232385867, 0.1638017957799047, 0.28543301943685145, 0.226130976848633];true
0.01;0.006799429662193116;0.0004786938937630384;-0.006726648426633555;[23 60 75 60 60];[0.3093756426481606, 0.21752542848198952, 0.2730989288698499, 0.1, 0.1];false
0.01;0.006589678951828751;0.00047791474830972405;-0.0065190030148273665;[75 60 75 23 55];[0.22214018387810086, 0.2867916759564119, 0.1, 0.1, 0.2910681401654872];false
0.01;0.006366575967249706;0.00044220240859620303;-0.006298488183491247;[75 23 55 60 88];[0.15870169591719743, 0.3009475770909761, 0.14762047385768684, 0.21008103079631915, 0.18264922233782058];false
0.01;0.007774090264895974;0.0005292900877437382;-0.007691056461369577;[23 75 75 75 75];[0.23344591256254701, 0.1, 0.22556008375304512, 0.2455267267731548, 0.1954672769112531];false
0.01;0.007482354980648608;0.0005188752929789676;-0.007402342677912333;[75 19 23 75 75];[0.28585014924342267, 0.21489265665667917, 0.1, 0.24330177122284505, 0.1559554228770532];false
0.01;0.006398449334106219;0.0005238623731612967;-0.006329226217033544;[60 5 23 9 23];[0.2519241415374148, 0.222558330811871, 0.1, 0.16477099369373488, 0.26074653395697933];true
0.01;0.006413427669795109;0.0004948749335053994;-0.0063443446437621035;[23 9 60 19 42];[0.21046338027930644, 0.30362950246539205, 0.17260511000692189, 0.1, 0.21330200724837967];true
0.01;0.006564336457361971;0.00048823465672237753;-0.0064938107462211275;[75 60 42 60 23];[0.1, 0.3233321367339822, 0.23148411572020042, 0.15609914024241503, 0.18908460730340237];false
0.01;0.006989148718266948;0.0005280479803702365;-0.006913976751280576;[60 42 60 75 9];[0.2600127074777865, 0.2512629875590695, 0.28872430496314405, 0.1, 0.1];false
0.01;0.006389746223100037;0.00047634135144278766;-0.006321085347354608;[42 9 23 60 55];[0.23554528863370366, 0.17717086935090362, 0.19703905546434522, 0.2135559729268005, 0.176688813624247];true
0.01;0.007486837719288156;0.000894607791416116;-0.007403023264181113;[23 55 60 55 23];[0.2498604317560176, 0.2831037272460514, 0.1, 0.267035840997931, 0.1];true
0.01;0.006352603490291114;0.000482711630943398;-0.006284250339078769;[75 60 55 23 23];[0.2297204226292367, 0.15225808772630725, 0.24049466499893765, 0.15983892976029315, 0.21768789488522539];true
0.01;0.007021960877978368;0.0004558354382007858;-0.006947182914816576;[23 60 23 55 75];[0.27913596845860406, 0.15841733569967562, 0.1, 0.1871140716640487, 0.2753326241776717];false
0.01;0.006325195119935025;0.0004990461904425484;-0.006256952706831249;[55 75 75 19 75];[0.1725973477505049, 0.21456885958035407, 0.17601722723906393, 0.16877535405778862, 0.2680412113722884];true
0.01;0.006470071127911048;0.00044168491740807043;-0.006400953567457857;[75 23 75 60 75];[0.2222059652807188, 0.21221136554686942, 0.21715900058013193, 0.24842366859227988, 0.1];false
0.01;0.006155205412137183;0.00041705791918954824;-0.006089482778823916;[55 23 75 9 60];[0.1985795416039972, 0.1, 0.24271029055327054, 0.2848234372913166, 0.17388673055141562];true
0.01;0.006625258685318549;0.0005120270221494637;-0.006553885828243869;[60 55 60 23 42];[0.19638929707740763, 0.20626322298515287, 0.19228227842174322, 0.22552541080796665, 0.17953979070772963];false
0.01;0.006421791916080976;0.0005255994378296642;-0.0063523180025418695;[88 9 42 60 19];[0.3271969399867995, 0.1, 0.1, 0.23308702429309267, 0.23971603572010783];true
0.01;0.006564811471157346;0.0005121385960806736;-0.006494041970484966;[9 19 42 88 60];[0.26910596872947845, 0.1, 0.24636716903449823, 0.28452686223602336, 0.1];true
0.01;0.006769529426513719;0.0005575292427012779;-0.006696258839821569;[60 9 42 9 88];[0.24064821610781392, 0.2510541262899182, 0.1, 0.2453598199480955, 0.1629378376541724];true
0.01;0.006934614693904516;0.0005441987336903842;-0.006859826559628566;[60 88 60 55 23];[0.1, 0.1, 0.2644889062676792, 0.26348344199535195, 0.27202765173696886];false
0.01;0.006332436991945398;0.0005081333967453863;-0.006264031288058489;[42 9 88 55 23];[0.14406398548610908, 0.19251198319916435, 0.14981957809182098, 0.22255532964982844, 0.2910491235730771];true
0.01;0.0065219981567888425;0.0005394975117061676;-0.006451383200103892;[23 88 9 19 42];[0.23002516423658687, 0.18764558726301445, 0.2195765350513456, 0.26275271344905304, 0.1];true
0.01;0.006426416033566068;0.0005056814662042881;-0.006357095058568365;[9 23 19 88 42];[0.2585847739718937, 0.2652099609556797, 0.1, 0.18473450350465062, 0.19147076156777598];true
0.01;0.007038535134513465;0.0005758583813236116;-0.006962391199355094;[42 9 88 23 23];[0.24371797290814495, 0.21747384416736143, 0.1, 0.197820888719821, 0.2409872942046727];false
0.01;0.007797321484250162;0.0009585185972152084;-0.007709763083435508;[23 23 19 23 23];[0.21347973758188876, 0.20904125308061705, 0.22097612224897364, 0.1, 0.2565028870885206];false
0.01;0.006668857082420668;0.0005832031424989619;-0.0065963364801714715;[55 23 19 23 9];[0.2711086078334648, 0.1, 0.2493250556610976, 0.1, 0.2795663365054376];true
0.01;0.006851199303106477;0.0006205241348140499;-0.006776482068727272;[60 23 23 55 19];[0.20255816410622363, 0.2713837555235845, 0.23786147656833265, 0.1, 0.18819660380185926];true
0.01;0.007362439533181361;0.0007313491434854111;-0.007281501646414694;[19 23 23 42 23];[0.21668576738164286, 0.16160644400365468, 0.30107260988245726, 0.2206351787322452, 0.1];false
0.01;0.006567475616278974;0.0005333399642796367;-0.006496467460473388;[23 88 60 23 19];[0.19605316570097203, 0.2371211305618479, 0.36682570373718015, 0.1, 0.1];true
0.01;0.007205786527515001;0.0006503451278160803;-0.007127225210961691;[23 19 55 23 88];[0.20608318175903034, 0.16745051425202304, 0.1, 0.30518126248120403, 0.22128504150774256];false
0.01;0.007451059666242061;0.0006760149357962185;-0.007369788920221678;[23 23 60 19 23];[0.2342198019025059, 0.20014940275529708, 0.2541832317040227, 0.21144756363817435, 0.1];false
0.01;0.006816624171452257;0.0005690072710161218;-0.006742767857027574;[19 88 88 60 23];[0.2909671130817125, 0.12983499626674352, 0.15572384707193068, 0.2483408324451008, 0.17513321113451244];true
0.01;0.00646854560207013;0.0005173486819228285;-0.006398686659230201;[88 55 9 60 19];[0.2598534659469479, 0.20141892814849546, 0.1, 0.25171066490732574, 0.18701694099723093];true
0.01;0.006572611852320165;0.0005414570470560391;-0.006501471163326403;[2 23 55 80 23];[0.23273548488043486, 0.17090477758303257, 0.260505399768301, 0.2358543377682316, 0.1];false
0.01;0.006480163908309368;0.0005239445226745478;-0.006410122823999529;[88 9 80 15 23];[0.265308713733143, 0.21896142876994396, 0.2487060740925923, 0.1, 0.16702378340432078];false
0.01;0.006739909172805825;0.0006094794052568179;-0.006666415287025198;[23 60 60 80 80];[0.2509990236666134, 0.17469017733241315, 0.21957499262981656, 0.1, 0.2547358063711569];false
0.01;0.0061231229589373045;0.0004244482813134814;-0.006057647246534797;[75 88 60 75 15];[0.22408688072438, 0.1, 0.16005434948167732, 0.2521592602704731, 0.2636995095234697];false
0.01;0.006488891383462162;0.0005041115941136401;-0.006418961353686404;[42 88 9 9 75];[0.1, 0.23564769608486408, 0.2563020817142979, 0.19478896929431516, 0.2132612529065229];false
0.01;0.00583182934523418;0.0004178330978172395;-0.005769332720803665;[9 23 60 75 75];[0.24332682173904815, 0.2196416283542485, 0.21701434355067706, 0.1, 0.2200172063560263];false
0.01;0.005988801287736599;0.00042236456812976236;-0.005924689629177935;[75 60 75 88 9];[0.23817342671778338, 0.27060139254131677, 0.1944758802186153, 0.19674930052228456, 0.1];false
0.01;0.006191580540430767;0.0004699433165862232;-0.006124965301860598;[88 42 75 60 55];[0.24751932374164898, 0.1, 0.17437203736491924, 0.259820266191505, 0.21828837270192686];false
0.01;0.006097615044350532;0.0004438455558808147;-0.006032200438348218;[75 23 15 60 23];[0.18325481596067916, 0.22526507917812763, 0.2570343296154167, 0.23444577524577653, 0.1];false
0.01;0.006279049080345191;0.0004874545117149805;-0.006211384044424589;[75 60 42 60 23];[0.11057927561075212, 0.21405493232385867, 0.1638017957799047, 0.28543301943685145, 0.226130976848633];false
0.01;0.006398449334106219;0.0005238623731612967;-0.006329226217033544;[60 5 23 9 23];[0.2519241415374148, 0.222558330811871, 0.1, 0.16477099369373488, 0.26074653395697933];false
0.01;0.006413427669795109;0.0004948749335053994;-0.0063443446437621035;[23 9 60 19 42];[0.21046338027930644, 0.30362950246539205, 0.17260511000692189, 0.1, 0.21330200724837967];false
0.01;0.006389746223100037;0.00047634135144278766;-0.006321085347354608;[42 9 23 60 55];[0.23554528863370366, 0.17717086935090362, 0.19703905546434522, 0.2135559729268005, 0.176688813624247];false
0.01;0.007486837719288156;0.000894607791416116;-0.007403023264181113;[23 55 60 55 23];[0.2498604317560176, 0.2831037272460514, 0.1, 0.267035840997931, 0.1];false
0.01;0.006352603490291114;0.000482711630943398;-0.006284250339078769;[75 60 55 23 23];[0.2297204226292367, 0.15225808772630725, 0.24049466499893765, 0.15983892976029315, 0.21768789488522539];false
0.01;0.006325195119935025;0.0004990461904425484;-0.006256952706831249;[55 75 75 19 75];[0.1725973477505049, 0.21456885958035407, 0.17601722723906393, 0.16877535405778862, 0.2680412113722884];false
0.01;0.006155205412137183;0.00041705791918954824;-0.006089482778823916;[55 23 75 9 60];[0.1985795416039972, 0.1, 0.24271029055327054, 0.2848234372913166, 0.17388673055141562];false
0.01;0.006421791916080976;0.0005255994378296642;-0.0063523180025418695;[88 9 42 60 19];[0.3271969399867995, 0.1, 0.1, 0.23308702429309267, 0.23971603572010783];false
0.01;0.006564811471157346;0.0005121385960806736;-0.006494041970484966;[9 19 42 88 60];[0.26910596872947845, 0.1, 0.24636716903449823, 0.28452686223602336, 0.1];false
0.01;0.006769529426513719;0.0005575292427012779;-0.006696258839821569;[60 9 42 9 88];[0.24064821610781392, 0.2510541262899182, 0.1, 0.2453598199480955, 0.1629378376541724];false
0.01;0.006332436991945398;0.0005081333967453863;-0.006264031288058489;[42 9 88 55 23];[0.14406398548610908, 0.19251198319916435, 0.14981957809182098, 0.22255532964982844, 0.2910491235730771];false
0.01;0.0065219981567888425;0.0005394975117061676;-0.006451383200103892;[23 88 9 19 42];[0.23002516423658687, 0.18764558726301445, 0.2195765350513456, 0.26275271344905304, 0.1];false
0.01;0.006426416033566068;0.0005056814662042881;-0.006357095058568365;[9 23 19 88 42];[0.2585847739718937, 0.2652099609556797, 0.1, 0.18473450350465062, 0.19147076156777598];false
0.01;0.006668857082420668;0.0005832031424989619;-0.0065963364801714715;[55 23 19 23 9];[0.2711086078334648, 0.1, 0.2493250556610976, 0.1, 0.2795663365054376];false
0.01;0.006851199303106477;0.0006205241348140499;-0.006776482068727272;[60 23 23 55 19];[0.20255816410622363, 0.2713837555235845, 0.23786147656833265, 0.1, 0.18819660380185926];false
0.01;0.006567475616278974;0.0005333399642796367;-0.006496467460473388;[23 88 60 23 19];[0.19605316570097203, 0.2371211305618479, 0.36682570373718015, 0.1, 0.1];false
0.01;0.0061047888804946285;0.0004709399092233809;-0.006039031592597449;[60 55 23 42 88];[0.25330886303687195, 0.1, 0.19428879947413907, 0.22510004792275926, 0.2273022895662298];false
0.01;0.0061047888804946285;0.0004709399092233809;-0.006039031592597449;[60 55 23 42 88];[0.25330886303687195, 0.1, 0.19428879947413907, 0.22510004792275926, 0.2273022895662298];true
0.01;0.006816624171452257;0.0005690072710161218;-0.006742767857027574;[19 88 88 60 23];[0.2909671130817125, 0.12983499626674352, 0.15572384707193068, 0.2483408324451008, 0.17513321113451244];false
0.01;0.00646854560207013;0.0005173486819228285;-0.006398686659230201;[88 55 9 60 19];[0.2598534659469479, 0.20141892814849546, 0.1, 0.25171066490732574, 0.18701694099723093];false
0.01;0.006882184695716656;0.0006539802125009221;-0.006806823046634479;[88 19 55 88 23];[0.21211091791637687, 0.1, 0.2637953624106738, 0.22191476543846356, 0.20217895423448587];false
0.01;0.006882184695716656;0.0006539802125009221;-0.006806823046634479;[88 19 55 88 23];[0.21211091791637687, 0.1, 0.2637953624106738, 0.22191476543846356, 0.20217895423448587];true
0.0199009900990099;0.006168865551607096;0.00036843232235005585;-0.0060387668513431966;[15 2 77 21 86];[0.22758185022165736, 0.1, 0.2922831117757032, 0.28013503800263945, 0.1];false
0.0199009900990099;0.005628804242683329;0.00038797115040779676;-0.005509064455157455;[47 21 2 64 15];[0.161583857677341, 0.24669543561554966, 0.1869310281205664, 0.1, 0.30478967858654304];true
0.0199009900990099;0.006842676347611275;0.00047573339658250473;-0.006697032747751576;[83 47 2 2 80];[0.1, 0.2639347695163917, 0.22888779294871875, 0.17471617866076858, 0.232461258874121];false
0.0199009900990099;0.006429593750484275;0.00048098951707371975;-0.00629206630129822;[47 80 2 21 76];[0.35306765568186504, 0.2212567444780073, 0.1, 0.22567559984012767, 0.1];true
0.0199009900990099;0.0060007089960735826;0.0004395139651482415;-0.0058725421826868905;[75 47 39 86 19];[0.1, 0.2271819470335658, 0.22867328007890098, 0.2576447708220362, 0.186500002065497];true
0.0199009900990099;0.006112185865026761;0.0003579314642632635;-0.005983424124117127;[75 21 86 24 75];[0.1, 0.252237633140864, 0.15519151904409098, 0.2143508337184571, 0.2782200140965879];false
0.0199009900990099;0.0058862361320397745;0.00038653676404706047;-0.005761401740741413;[24 39 2 47 83];[0.1, 0.23416346300700389, 0.18052333028870257, 0.2435169786969843, 0.2417962280073093];true
0.0199009900990099;0.006351515039197729;0.0004285235137017755;-0.0062165855590855705;[69 83 2 21 75];[0.154864314874855, 0.42827142642465255, 0.10209030798183608, 0.18582627501477444, 0.12894767570388194];false
0.0199009900990099;0.005796170824683006;0.00041405574355133626;-0.005672581167235965;[69 15 25 70 75];[0.252592234051218, 0.1, 0.2308927919518015, 0.18011280910704175, 0.23640216488993876];true
0.0199009900990099;0.006435351732313416;0.0004644979839300037;-0.006298037891425799;[21 86 70 24 2];[0.1, 0.1965948770128261, 0.24466766570853732, 0.27175122676031094, 0.18698623051832566];false
0.0199009900990099;0.00652086253075219;0.00044233536607909133;-0.006382287998349904;[47 24 69 83 86];[0.23697868943242298, 0.21104925622523468, 0.23542286649418953, 0.2165491878481528, 0.1];false
0.0199009900990099;0.005899626130390983;0.00039846596732093735;-0.005774287861911765;[75 47 75 21 69];[0.2840799618886084, 0.21141146017921136, 0.1, 0.2290245501326648, 0.17548402779951544];true
0.0199009900990099;0.005762136812404447;0.00028681448210263064;-0.005641756692583068;[86 69 75 25 2];[0.17963319863936858, 0.10908543708491143, 0.22462832351085713, 0.260848590917228, 0.22580444984763479];false
0.0199009900990099;0.0055931011401554485;0.0003572736756638875;-0.0054746827898604295;[25 39 86 21 75];[0.20702080211751872, 0.23935745309823936, 0.2011753319537762, 0.25244641283046576, 0.1];true
0.0199009900990099;0.00579415841470117;0.00037298930374701783;-0.005671426069017201;[83 39 69 75 2];[0.2237084118154616, 0.1, 0.17269868937524088, 0.20030343784715354, 0.30328946096214393];true
0.0199009900990099;0.005264061867011673;0.0003384489465138536;-0.0051525663547821055;[2 69 83 75 21];[0.14724441041439063, 0.14954925056247445, 0.23920670404947514, 0.27860367137130115, 0.18539596360235863];true
0.0199009900990099;0.0065675935977040165;0.0004119007256351398;-0.006428694750279147;[47 2 2 21 83];[0.3605810217809243, 0.1, 0.1, 0.22272538918715962, 0.2166935890319161];false
0.0199009900990099;0.006155397874914677;0.0004089274828812618;-0.0060247613009625;[83 25 47 70 69];[0.233201644465107, 0.25201055498633324, 0.25254936338292466, 0.16223843716563516, 0.1];false
0.0199009900990099;0.006394393966476511;0.00048153612390160053;-0.006257556149826412;[47 69 83 21 70];[0.23457492738515837, 0.1262026301028084, 0.14138904669162283, 0.2922800930464659, 0.20555330277394454];true
0.0199009900990099;0.006685687388378051;0.0004805918391881472;-0.006543071336423516;[24 47 69 70 83];[0.24961946688095374, 0.27554505253852835, 0.18923647335322785, 0.18559900722729009, 0.1];false
0.0199009900990099;0.00562657128536514;0.0003769207338231884;-0.005507095850131788;[2 21 47 47 25];[0.1767537794448738, 0.20154456923549363, 0.2560806854227364, 0.1, 0.2656209658968963];true
0.0199009900990099;0.006165826742407876;0.00029103984460358134;-0.006037328704389133;[83 2 75 25 75];[0.2224944168483819, 0.18740555109841442, 0.1, 0.24807554592149617, 0.24202448613170754];false
0.0199009900990099;0.0065106429617024794;0.00042001694960746194;-0.006372715967427896;[24 2 86 69 86];[0.297304552954966, 0.15416045613161386, 0.24265104160642792, 0.20588394930699222, 0.1];false
0.0199009900990099;0.006342168263027151;0.00039787997062370903;-0.006208034629862416;[86 2 24 39 24];[0.40974416259996604, 0.16533188248719333, 0.1617675511827631, 0.16315640373007756, 0.1];false
0.0199009900990099;0.005593854646904467;0.00032922166737339676;-0.005475979563818343;[25 75 2 39 86];[0.2666154940624995, 0.1, 0.1, 0.2682849162320445, 0.265099589705456];true
0.0199009900990099;0.006504122888752101;0.00039215068991357426;-0.006366880216543011;[39 75 2 24 39];[0.1838158220457562, 0.29869034868518557, 0.1, 0.25819053400604997, 0.15930329526300832];false
0.0199009900990099;0.005955091855104785;0.0004068201146864187;-0.005828483507983197;[39 75 2 2 2];[0.2501937803992884, 0.26576412851475884, 0.18326608575068784, 0.1, 0.2007760053352649];true
0.0199009900990099;0.005809183209222624;0.00033320634362000887;-0.005686943575547241;[39 2 75 86 83];[0.20479292943606098, 0.1, 0.24954078376459685, 0.22340904086965008, 0.22225724592969212];false
0.0199009900990099;0.005974350594219406;0.00037543610453990526;-0.005847983551996572;[86 2 86 25 75];[0.281891396162229, 0.2989887406096178, 0.21911986322815324, 0.1, 0.1];false
0.0199009900990099;0.006560710986434743;0.00038967027990616595;-0.006422391517668948;[2 70 2 75 24];[0.20473183118462848, 0.1, 0.21358420174314224, 0.3044653343635582, 0.17721863270867105];false
0.0199009900990099;0.006405829939159182;0.0004074479539633318;-0.006270238963266348;[75 70 24 2 25];[0.1, 0.19688209937660645, 0.3013345387606302, 0.22801843811866404, 0.1737649237440993];false
0.0199009900990099;0.006586916528571367;0.0004003927014003602;-0.006447862156766979;[47 75 2 75 47];[0.24958487146209374, 0.2579093203329521, 0.29250580820495414, 0.1, 0.1];false
0.0199009900990099;0.0063242069020857895;0.00035498136930454553;-0.006191284442427427;[2 47 75 83 2];[0.1, 0.3323307666369301, 0.286352245701807, 0.18131698766126292, 0.1];false
0.0199009900990099;0.006449116834836881;0.00046427885022799;-0.006311533415757867;[2 47 70 47 83];[0.21034717032414377, 0.1, 0.210108566386062, 0.2326797308917904, 0.24686453239800385];false
0.0199009900990099;0.006834879682339154;0.000469772870092804;-0.0066895098642164984;[83 83 2 75 83];[0.1, 0.1, 0.4194992614757517, 0.1, 0.2805007385242484];false
0.0199009900990099;0.006730522751573209;0.0005290240848041254;-0.0065860505818591646;[75 25 83 70 83];[0.1, 0.1, 0.27761656617237385, 0.2478325259204469, 0.2745509079071792];false
0.0199009900990099;0.006182100516778365;0.0004098326098870769;-0.006050914520891261;[25 86 86 70 47];[0.35257916674667944, 0.20459274498778302, 0.24282808826553756, 0.1, 0.1];false
0.0199009900990099;0.007489512261558872;0.00048169284189651277;-0.007330877387717829;[47 86 25 2 2];[0.1, 0.1, 0.16687479250731446, 0.3079692475397325, 0.3251559599529531];false
0.0199009900990099;0.006165750187100707;0.00042040757327698597;-0.006034679126720913;[70 2 75 47 86];[0.2447609800580275, 0.2346638830858715, 0.2365373892146572, 0.1, 0.18403774764144387];true
0.0199009900990099;0.006265695932283574;0.0004828283685532555;-0.006131393616989693;[83 70 25 86 24];[0.1681012230330568, 0.290577584223643, 0.1, 0.23978517852520265, 0.20153601421809755];true
0.0199009900990099;0.006622330597022516;0.00041517466780908714;-0.006482277274425371;[83 86 75 25 83];[0.2473802400680087, 0.10174593184326663, 0.15458854354509732, 0.18536696630454383, 0.31091831823908334];false
0.0199009900990099;0.006024087493485701;0.0003052282435715995;-0.005898127843669016;[47 75 83 24 25];[0.1926416839582297, 0.2511901095133098, 0.19978286390714842, 0.1, 0.2563853426213121];false
0.0199009900990099;0.007006785690419135;0.0004523875112030658;-0.006858340758386852;[75 70 75 83 75];[0.1661480096817877, 0.10795968756442001, 0.24939845263181576, 0.21821369089893342, 0.258280159223043];false
0.0199009900990099;0.006802144122345987;0.00043494244288109205;-0.006658118934265726;[47 83 47 75 25];[0.300598631393204, 0.19951156629951253, 0.16214519570877062, 0.23774460659851296, 0.1];false
0.0199009900990099;0.006453826663337624;0.0005080969274493491;-0.0063152774908873084;[83 47 70 47 2];[0.1, 0.1, 0.2568272570982102, 0.16875104806689573, 0.37442169483489407];true
0.0199009900990099;0.006536884178494399;0.0005321827560477184;-0.006396202747420837;[2 75 83 70 2];[0.12572495891113022, 0.1861496087178557, 0.18228836690841574, 0.36649132912723226, 0.1393457363353659];true
0.0199009900990099;0.006822603320946982;0.0004787459583305948;-0.006677299241230666;[2 47 70 75 2];[0.2698463699831693, 0.14056940497447118, 0.252774358644449, 0.20309074868380692, 0.13371911771410364];false
0.0199009900990099;0.006125694474688241;0.0004254641045045315;-0.0059953199326666816;[2 39 70 24 25];[0.27022292950249904, 0.24219473627820734, 0.2154153948793319, 0.1, 0.17216693933996174];true
0.0199009900990099;0.006459800633433243;0.0004791443960782247;-0.0063217087571033614;[70 24 39 47 25];[0.26944613230042236, 0.1, 0.20521088553959008, 0.22351197232125303, 0.20183100983873456];true
0.0199009900990099;0.006487138306166113;0.0004952405696277946;-0.006348182053291403;[83 24 47 70 47];[0.19541530445042563, 0.2027721315554475, 0.28479647224032467, 0.21701609175380215, 0.1];true
0.0199009900990099;0.0057427434737416135;0.0003732853893235837;-0.005621028443892494;[86 47 75 86 83];[0.1, 0.26485192952485104, 0.2738341259742442, 0.2613139445009048, 0.1];true
0.0199009900990099;0.007017506335351564;0.0005952242383831962;-0.006866005459577239;[86 75 70 24 70];[0.1902588150967823, 0.10506779521547269, 0.15085014654884685, 0.3520689659095075, 0.20175427722939066];false
0.0199009900990099;0.006668952052380189;0.000445891933449156;-0.0065273596126621996;[24 39 70 75 86];[0.24057688215818365, 0.24830822349825868, 0.17535263097405418, 0.1, 0.23576226336950354];false
0.0199009900990099;0.006633830340336767;0.0005223177449831633;-0.006491415908143766;[86 75 24 70 70];[0.16529354851295663, 0.2525329131645735, 0.26125992145311483, 0.1, 0.22091361686935507];true
0.0199009900990099;0.00587628050605817;0.0004098902677389172;-0.005751179483728149;[70 25 24 2 86];[0.18946066528043434, 0.2675558205219505, 0.2891895734043806, 0.1, 0.1537939407932346];true
0.0199009900990099;0.006110609933699353;0.00031433426703435404;-0.005982747182773861;[83 86 86 25 75];[0.17757213271280428, 0.1, 0.20475898218687916, 0.21222153895025722, 0.30544734615005936];false
0.0199009900990099;0.006620434875648019;0.0005668820448296465;-0.006477400152775147;[70 86 70 83 83];[0.22375075757630455, 0.37523020788465145, 0.1, 0.1, 0.20101903453904407];true
0.0199009900990099;0.00600782567460192;0.00041550118631077413;-0.0058799951103401926;[83 70 75 2 86];[0.18339766289394013, 0.2231660551975434, 0.1, 0.23738161698825117, 0.2560546649202653];true
0.0199009900990099;0.006673880130514941;0.0003809932043760455;-0.0065334811661275066;[83 83 86 25 25];[0.12212643931042942, 0.22207081652762403, 0.20588910114610906, 0.22143631198985353, 0.2284773310259839];false
0.0199009900990099;0.005865483120776536;0.0003319474078521311;-0.005742148117186995;[2 75 86 39 83];[0.2848793184505023, 0.18443519349166318, 0.22382105384179424, 0.2068644342160403, 0.1];false
0.0199009900990099;0.0065398994400887615;0.00032852611258101406;-0.006403210971169294;[75 25 75 83 86];[0.1827723001605882, 0.20081374097961655, 0.16110529215801292, 0.1, 0.3553086667017823];false
0.0199009900990099;0.006201662774808204;0.00044358355421022946;-0.006069415793408926;[83 75 25 83 86];[0.17707164133812303, 0.1, 0.21433809312129137, 0.40859026554058564, 0.1];true
0.0199009900990099;0.006557492855990826;0.00045473661276169443;-0.0064179425467611965;[70 75 83 25 39];[0.254812226665603, 0.18234920037051153, 0.2520879802577446, 0.1, 0.21075059270614083];false
0.0199009900990099;0.0066085615510260015;0.0004782123494010568;-0.0064675277337996806;[83 75 70 2 39];[0.1, 0.1, 0.26476007308643784, 0.2729580757895299, 0.26228185112403224];false
0.0199009900990099;0.00663643618070127;0.00041856417660455727;-0.006496034688442015;[2 70 83 25 83];[0.20011460509977286, 0.21116530721308135, 0.23828612879758265, 0.25043395888956316, 0.1];false
0.0199009900990099;0.006443234365285671;0.0003818465350781348;-0.006307408497862588;[86 75 2 25 70];[0.1, 0.18654100280282837, 0.24127829531332706, 0.2566569967679372, 0.2155237051159074];false
0.0199009900990099;0.00666115231155146;0.0004953041858018281;-0.006518731741653637;[70 86 25 75 25];[0.30551466512958014, 0.21896653116594605, 0.1, 0.1, 0.27551880370447385];false
